UPRN,Site Name,Address,Easting,Northing,Ward,Holding Type,Tenure,Operational Status,GIA,Lease Information,Site Function,Sub Function,Function Detail,waterfront_properties,floor_space,built,price
4903134,Site C,"467 Broadway, Salford",378842.6249,339312.7754,Ward 1,Leasehold,Long-term,Operational,361.6774831,Lease 1,Commercial,Function 1,Detail 3,1,94.6955336,2021,270180.6464
2055222,Site A,"325 Church St, Salford",319460.7601,342656.4292,Ward 1,Leasehold,Short-term,Operational,402.1384382,Lease 2,Residential,Function 1,Detail 1,0,68.44974737,1979,287569.7574
8437471,Site B,"18 Church St, Bury",338717.8192,347112.0159,Ward 5,Freehold,Long-term,Non-Operational,337.7814981,Lease 1,Industrial,Function 2,Detail 1,1,103.0448402,1999,247591.5936
5548121,Site E,"316 Church St, Bury",353024.3701,351147.4365,Ward 2,Freehold,Short-term,Operational,57.60130192,Lease 1,Residential,Function 1,Detail 1,1,112.1610747,1948,270908.8074
8227349,Site C,"310 Broadway, Bury",314486.1545,319552.5977,Ward 4,Freehold,Long-term,Non-Operational,346.6745486,Lease 1,Industrial,Function 1,Detail 3,0,117.3165278,1993,266690.2671
3439185,Site E,"460 Mill Rd, Bolton",392667.0847,357773.7901,Ward 2,Freehold,Long-term,Non-Operational,410.3989841,Lease 1,Residential,Function 3,Detail 1,0,118.4750809,1940,298479.4771
7343748,Site C,"407 High St, Bolton",346880.6139,306909.6951,Ward 4,Leasehold,Long-term,Operational,296.3907616,Lease 2,Residential,Function 2,Detail 2,0,118.2735369,2003,247280.8544
8365515,Site B,"809 Church St, Salford",323178.3562,311351.0661,Ward 5,Freehold,Long-term,Non-Operational,132.5246307,Lease 2,Residential,Function 2,Detail 2,0,155.1234582,1908,494683.4155
9299433,Site B,"273 High St, Bolton",373514.2771,371152.8407,Ward 5,Leasehold,Long-term,Non-Operational,352.6873779,Lease 2,Commercial,Function 1,Detail 2,1,99.98145664,1928,303112.7061
6980974,Site B,"903 Main St, Bury",389421.3427,373143.4466,Ward 4,Leasehold,Long-term,Non-Operational,71.17046133,Lease 3,Industrial,Function 2,Detail 3,0,115.4665307,2008,398486.4683
1880506,Site A,"252 Main St, Bolton",391267.0915,326632.0837,Ward 5,Freehold,Short-term,Operational,256.9544817,Lease 3,Residential,Function 2,Detail 1,1,106.4407374,1941,238614.0033
4479257,Site D,"495 Main St, Bolton",343113.394,318469.6207,Ward 5,Freehold,Short-term,Operational,265.4059441,Lease 2,Industrial,Function 3,Detail 2,1,80.90984925,1904,270494.9575
9847374,Site E,"538 Broadway, Manchester",335946.1274,305399.2737,Ward 4,Freehold,Short-term,Non-Operational,491.9742901,Lease 1,Industrial,Function 3,Detail 1,0,91.7101704,1979,288876.8779
8540128,Site C,"585 High St, Manchester",392925.7418,341888.6136,Ward 1,Freehold,Short-term,Operational,131.3513144,Lease 1,Commercial,Function 3,Detail 2,1,97.34120503,2000,272429.5303
7232495,Site E,"16 Mill Rd, Manchester",305283.816,350904.4996,Ward 2,Freehold,Short-term,Operational,292.8041286,Lease 2,Residential,Function 3,Detail 3,0,105.0452994,1907,348888.1921
2849280,Site D,"709 Main St, Manchester",375054.0107,389945.9234,Ward 2,Freehold,Long-term,Operational,362.1920113,Lease 1,Commercial,Function 3,Detail 3,1,98.330868,1954,337994.8521
3546177,Site A,"346 Mill Rd, Salford",317750.8826,300245.9958,Ward 3,Freehold,Long-term,Operational,56.60160735,Lease 3,Residential,Function 3,Detail 2,1,92.12767922,1947,231922.6693
7461788,Site A,"101 Mill Rd, Bury",346550.1292,340586.1235,Ward 5,Leasehold,Long-term,Non-Operational,456.5276384,Lease 2,Commercial,Function 3,Detail 2,0,135.1535359,1957,385850.9606
4544443,Site D,"749 High St, Salford",395369.2252,341928.1743,Ward 1,Freehold,Long-term,Non-Operational,363.8876959,Lease 2,Residential,Function 3,Detail 2,0,96.01696449,2006,283788.4321
9735227,Site C,"403 Main St, Bury",358114.8126,388655.3928,Ward 1,Freehold,Long-term,Operational,331.1988739,Lease 2,Commercial,Function 3,Detail 2,1,118.2664868,1917,342768.6466
1422533,Site D,"689 High St, Bury",352344.0751,319603.9757,Ward 5,Freehold,Short-term,Non-Operational,338.9880898,Lease 1,Residential,Function 2,Detail 1,0,105.0130766,1918,396607.7833
2059754,Site A,"605 High St, Salford",306180.0759,306618.7421,Ward 2,Leasehold,Long-term,Non-Operational,101.8290369,Lease 2,Industrial,Function 3,Detail 2,1,102.4787934,2013,451686.657
2838947,Site A,"882 High St, Bury",327734.0547,338161.0131,Ward 3,Leasehold,Long-term,Non-Operational,481.1030683,Lease 1,Residential,Function 1,Detail 2,0,101.8345091,2003,348848.4892
2166602,Site E,"487 Main St, Manchester",300305.1103,361231.7478,Ward 3,Freehold,Short-term,Non-Operational,248.7588896,Lease 2,Residential,Function 2,Detail 1,0,62.71659211,1993,225796.1641
2565188,Site C,"757 High St, Salford",387500.5735,385814.4444,Ward 3,Leasehold,Long-term,Operational,307.505166,Lease 3,Industrial,Function 3,Detail 3,1,71.17272713,2013,282695.3799
6882653,Site C,"417 Mill Rd, Bolton",364485.4678,326902.257,Ward 4,Leasehold,Short-term,Operational,164.1974701,Lease 2,Commercial,Function 2,Detail 3,0,133.6162136,1934,252669.8116
3193289,Site A,"684 Main St, Bury",311802.7665,325131.1466,Ward 4,Freehold,Long-term,Non-Operational,100.1392992,Lease 1,Residential,Function 2,Detail 3,1,64.68971823,1915,317218.5925
7775268,Site D,"969 Mill Rd, Salford",336347.2689,332597.6664,Ward 5,Freehold,Long-term,Operational,404.536251,Lease 2,Commercial,Function 3,Detail 2,0,92.32852209,2020,308671.6153
2654106,Site A,"899 Church St, Bolton",381141.5341,311823.3188,Ward 3,Leasehold,Long-term,Operational,314.217873,Lease 3,Industrial,Function 2,Detail 2,1,87.54995622,1975,406757.2779
7711959,Site E,"842 Main St, Stockport",314030.3198,397721.5255,Ward 1,Leasehold,Short-term,Non-Operational,225.5449714,Lease 3,Commercial,Function 1,Detail 2,1,112.0084774,1972,112139.2317
2417658,Site D,"184 High St, Bolton",323026.5304,354061.7767,Ward 4,Freehold,Short-term,Operational,121.2871233,Lease 1,Industrial,Function 3,Detail 2,1,59.9265724,1936,312365.5243
1362101,Site A,"279 Broadway, Bolton",354140.6523,327222.3204,Ward 4,Freehold,Long-term,Non-Operational,233.0981201,Lease 3,Industrial,Function 3,Detail 2,0,133.9843019,1933,276638.9785
2762293,Site C,"225 Broadway, Manchester",314494.6646,336173.7128,Ward 5,Leasehold,Short-term,Non-Operational,51.3197933,Lease 2,Residential,Function 2,Detail 3,1,126.180735,1916,279492.9203
8563046,Site E,"855 Broadway, Bury",338270.6339,386595.6126,Ward 4,Leasehold,Long-term,Operational,488.3872398,Lease 2,Commercial,Function 3,Detail 1,0,144.167128,1923,286484.4074
7536401,Site A,"46 Church St, Salford",398212.7728,367372.4471,Ward 5,Leasehold,Short-term,Operational,334.8410883,Lease 2,Industrial,Function 1,Detail 1,1,123.2770956,2011,421818.7654
5730626,Site A,"144 High St, Stockport",354385.133,355320.5817,Ward 1,Leasehold,Short-term,Operational,179.6905305,Lease 2,Residential,Function 3,Detail 2,1,63.85010825,1933,387129.7809
7124325,Site B,"427 Broadway, Manchester",370152.7781,372480.7377,Ward 5,Leasehold,Short-term,Operational,438.8087127,Lease 3,Industrial,Function 2,Detail 2,0,77.69876512,1996,300317.2632
4342296,Site D,"614 High St, Bury",366328.1048,375582.3084,Ward 3,Freehold,Short-term,Non-Operational,92.34327728,Lease 2,Residential,Function 3,Detail 3,0,74.32577271,1953,258888.1567
2964044,Site B,"905 Church St, Manchester",321171.6025,319421.0774,Ward 4,Freehold,Short-term,Non-Operational,149.7855433,Lease 3,Commercial,Function 1,Detail 2,0,45.25128241,1905,381463.5449
6469784,Site C,"82 Broadway, Bolton",384611.3387,315867.9535,Ward 2,Freehold,Short-term,Operational,195.0235464,Lease 1,Residential,Function 2,Detail 3,1,106.7577834,1997,196309.6477
7855479,Site D,"66 Church St, Stockport",312205.0155,396669.6386,Ward 5,Leasehold,Short-term,Non-Operational,456.3836698,Lease 1,Commercial,Function 2,Detail 1,1,111.7076029,1926,331245.0603
5768954,Site E,"925 High St, Manchester",392159.5135,318572.5768,Ward 1,Leasehold,Long-term,Non-Operational,164.4876413,Lease 3,Industrial,Function 1,Detail 1,1,118.9034424,1939,325029.1082
2100862,Site D,"891 Church St, Stockport",321607.1878,346476.1898,Ward 3,Freehold,Long-term,Operational,238.3225091,Lease 3,Commercial,Function 1,Detail 1,0,52.53661794,1983,343900.9628
8001423,Site A,"851 High St, Bolton",395474.4286,398278.0712,Ward 5,Freehold,Long-term,Non-Operational,327.5517343,Lease 2,Residential,Function 3,Detail 1,1,89.51954361,2013,351531.8972
1344618,Site A,"350 Mill Rd, Bury",379796.3463,341721.2499,Ward 3,Leasehold,Short-term,Operational,398.0719654,Lease 3,Commercial,Function 3,Detail 2,1,91.35748891,1948,301876.8057
6737192,Site A,"409 Main St, Bolton",317098.3242,351484.9022,Ward 1,Leasehold,Short-term,Non-Operational,348.5562359,Lease 2,Commercial,Function 1,Detail 3,0,90.41777418,1970,281496.4961
1274101,Site D,"985 Mill Rd, Bury",316040.2691,379836.3496,Ward 3,Leasehold,Long-term,Non-Operational,357.0643165,Lease 1,Commercial,Function 2,Detail 1,1,77.47971134,2011,392172.8169
2806542,Site A,"880 Main St, Manchester",308452.9439,334039.3454,Ward 1,Leasehold,Long-term,Non-Operational,384.1982974,Lease 2,Industrial,Function 1,Detail 2,0,108.5863848,1976,233939.1995
8085740,Site A,"90 Main St, Manchester",324735.5389,343103.3842,Ward 4,Freehold,Long-term,Operational,314.2285016,Lease 3,Residential,Function 1,Detail 3,0,88.74789614,1946,347558.2272
4849450,Site B,"765 Main St, Salford",365910.6756,333217.3332,Ward 3,Freehold,Long-term,Non-Operational,278.5228178,Lease 1,Industrial,Function 1,Detail 2,0,87.31575716,1977,207771.5898
8926496,Site A,"794 High St, Manchester",352030.2459,328739.6766,Ward 2,Freehold,Short-term,Operational,423.5311185,Lease 1,Commercial,Function 1,Detail 3,0,83.55122022,1926,402025.8479
2806198,Site B,"974 Broadway, Bolton",361335.079,347181.8099,Ward 2,Leasehold,Short-term,Operational,371.0080451,Lease 3,Industrial,Function 3,Detail 3,0,138.7597122,1961,479874.8325
2785038,Site C,"112 Mill Rd, Bolton",303114.0604,374588.5356,Ward 2,Leasehold,Long-term,Non-Operational,265.0030548,Lease 2,Industrial,Function 3,Detail 2,0,83.46957629,2008,246965.3157
8303455,Site D,"645 Mill Rd, Salford",307997.1381,386728.8106,Ward 5,Freehold,Long-term,Operational,431.8294664,Lease 1,Industrial,Function 2,Detail 2,0,92.17491898,1977,330028.928
8880377,Site B,"76 Mill Rd, Manchester",369197.4046,347011.5329,Ward 4,Leasehold,Long-term,Non-Operational,129.1619914,Lease 1,Residential,Function 2,Detail 1,0,72.77408325,1949,459311.9418
8682685,Site D,"234 Main St, Manchester",384790.8343,332100.3657,Ward 4,Freehold,Long-term,Non-Operational,447.4873957,Lease 3,Industrial,Function 1,Detail 1,1,129.6429401,1939,330045.6681
2229566,Site D,"216 Broadway, Manchester",335942.1777,391159.265,Ward 1,Freehold,Long-term,Operational,126.2806494,Lease 3,Commercial,Function 2,Detail 3,0,106.1874633,1900,349596.9585
1963984,Site E,"174 Mill Rd, Manchester",316648.2408,333592.5813,Ward 1,Freehold,Long-term,Non-Operational,161.3411474,Lease 2,Residential,Function 1,Detail 3,0,136.5097639,2006,405700.4126
9557768,Site B,"887 Main St, Bolton",330835.5517,377500.4764,Ward 5,Leasehold,Long-term,Operational,169.0986581,Lease 2,Industrial,Function 2,Detail 1,0,129.9932363,1964,330443.1002
6201476,Site A,"313 Mill Rd, Stockport",341202.9965,374861.9457,Ward 3,Leasehold,Short-term,Non-Operational,78.81697562,Lease 2,Commercial,Function 3,Detail 3,1,131.7494184,1953,182889.8952
6810460,Site E,"73 Mill Rd, Stockport",363013.5928,304977.5771,Ward 5,Leasehold,Short-term,Non-Operational,184.3471203,Lease 1,Residential,Function 2,Detail 1,1,108.1423061,1914,384854.4348
8727166,Site B,"347 High St, Salford",340947.3425,317763.9433,Ward 2,Freehold,Long-term,Operational,174.6026903,Lease 1,Industrial,Function 1,Detail 2,1,67.21369242,1962,444408.0746
2143429,Site B,"812 High St, Manchester",389704.1125,357284.6866,Ward 4,Freehold,Short-term,Non-Operational,315.3638237,Lease 3,Residential,Function 2,Detail 1,0,79.1603697,1938,319058.5752
3575099,Site C,"557 High St, Bolton",340121.2395,386762.7344,Ward 1,Freehold,Short-term,Non-Operational,319.1660183,Lease 3,Commercial,Function 2,Detail 2,1,81.01060683,1956,199005.2188
9063346,Site A,"756 Main St, Salford",318137.3519,359399.3107,Ward 1,Leasehold,Long-term,Operational,296.9884602,Lease 3,Industrial,Function 2,Detail 3,0,98.22589652,2016,260254.547
8570262,Site C,"789 Broadway, Salford",324834.4607,374271.0078,Ward 4,Freehold,Short-term,Non-Operational,333.3863369,Lease 2,Commercial,Function 1,Detail 2,1,89.07966983,1934,408890.6126
8899938,Site D,"349 High St, Manchester",346516.6262,373441.1889,Ward 2,Leasehold,Long-term,Non-Operational,68.08184622,Lease 1,Commercial,Function 2,Detail 3,1,109.1710327,1971,232482.6225
6967155,Site A,"980 Mill Rd, Bury",378246.2675,349436.6366,Ward 2,Freehold,Long-term,Operational,364.4560295,Lease 1,Commercial,Function 3,Detail 2,0,122.1357238,1946,175645.3447
5487213,Site C,"548 Broadway, Stockport",386940.6866,356080.2352,Ward 2,Freehold,Long-term,Operational,476.9420582,Lease 3,Residential,Function 2,Detail 3,0,101.3149296,1995,508587.8167
9061121,Site C,"291 Church St, Manchester",318529.0719,307128.1557,Ward 4,Freehold,Long-term,Non-Operational,334.4240517,Lease 2,Residential,Function 1,Detail 3,1,99.04056135,1914,327676.9164
5171208,Site A,"96 Main St, Salford",300347.1908,392773.2359,Ward 5,Freehold,Short-term,Operational,175.0842967,Lease 1,Commercial,Function 1,Detail 1,0,96.71603153,1937,387086.3045
8525217,Site B,"698 Mill Rd, Manchester",386940.8812,367434.6206,Ward 2,Leasehold,Short-term,Non-Operational,189.2444524,Lease 2,Commercial,Function 3,Detail 3,0,123.2447066,1982,388191.5268
2190927,Site D,"868 Main St, Stockport",322819.6467,315449.6921,Ward 5,Freehold,Long-term,Non-Operational,394.6884313,Lease 2,Commercial,Function 2,Detail 2,0,107.9961872,1921,412596.6428
9724271,Site E,"842 High St, Bolton",382166.274,324400.558,Ward 3,Freehold,Long-term,Non-Operational,100.1725574,Lease 2,Commercial,Function 1,Detail 3,0,112.6777655,2008,274443.0219
8461869,Site E,"30 High St, Bury",355074.7909,300465.2124,Ward 1,Leasehold,Short-term,Operational,217.6978568,Lease 2,Residential,Function 2,Detail 2,0,88.28979265,1906,277926.0316
3643577,Site E,"799 Mill Rd, Salford",340411.5543,326400.7734,Ward 5,Leasehold,Short-term,Operational,135.6676161,Lease 1,Industrial,Function 1,Detail 3,0,113.8793237,1969,271877.9456
5992793,Site D,"258 Church St, Salford",314675.7089,331662.139,Ward 3,Leasehold,Long-term,Operational,140.0580333,Lease 2,Industrial,Function 2,Detail 3,1,117.6960845,2019,257358.9838
2856289,Site A,"231 Church St, Salford",367203.709,368313.9474,Ward 4,Leasehold,Short-term,Operational,51.59089818,Lease 3,Industrial,Function 3,Detail 1,0,84.92634479,1955,300063.9645
2463508,Site A,"572 High St, Stockport",381815.7368,347665.7432,Ward 3,Leasehold,Long-term,Non-Operational,449.4292009,Lease 3,Residential,Function 3,Detail 3,1,107.6517016,1932,316882.7431
7429062,Site A,"195 Broadway, Manchester",346109.4115,384277.8561,Ward 3,Leasehold,Short-term,Operational,192.7084273,Lease 1,Industrial,Function 3,Detail 1,1,109.5149702,1997,306656.4978
3156824,Site E,"787 Church St, Bury",344635.5348,308678.7112,Ward 1,Leasehold,Long-term,Non-Operational,224.1752033,Lease 2,Commercial,Function 2,Detail 3,1,105.6860981,1983,258242.8402
6087160,Site B,"598 Broadway, Bury",375527.9099,370702.1783,Ward 3,Freehold,Long-term,Non-Operational,61.52631922,Lease 1,Industrial,Function 1,Detail 3,1,108.512417,2008,294030.2651
1894603,Site C,"661 Church St, Stockport",350011.8613,387489.4153,Ward 3,Leasehold,Long-term,Operational,92.75874698,Lease 2,Residential,Function 3,Detail 2,0,88.79890671,1928,269835.2511
3004638,Site E,"349 Mill Rd, Salford",378561.2585,342132.708,Ward 1,Freehold,Short-term,Non-Operational,150.0944209,Lease 3,Residential,Function 3,Detail 3,0,88.19872914,1988,433893.5246
4784686,Site D,"225 Church St, Salford",305411.642,328873.3529,Ward 4,Freehold,Long-term,Operational,127.0998127,Lease 1,Industrial,Function 1,Detail 3,0,119.3824269,1963,419280.6684
7842709,Site A,"78 Main St, Salford",385763.0617,344556.7154,Ward 2,Freehold,Long-term,Operational,427.7436353,Lease 1,Residential,Function 2,Detail 1,1,88.26607647,1958,265476.513
7590069,Site C,"820 Mill Rd, Salford",326207.0644,378884.2452,Ward 5,Leasehold,Short-term,Non-Operational,478.2187392,Lease 3,Industrial,Function 2,Detail 2,0,86.50805124,2011,245165.2271
7617180,Site A,"529 Main St, Manchester",316919.4623,391904.1351,Ward 5,Leasehold,Long-term,Non-Operational,470.8909156,Lease 1,Industrial,Function 1,Detail 2,0,85.4917435,2013,268181.1175
3305569,Site A,"102 High St, Manchester",303229.3507,306558.8008,Ward 3,Freehold,Long-term,Operational,146.1356981,Lease 3,Residential,Function 2,Detail 2,1,118.8512486,1909,188606.5283
5459515,Site A,"752 Broadway, Manchester",383407.3099,352851.8751,Ward 2,Freehold,Long-term,Non-Operational,106.9955533,Lease 2,Industrial,Function 1,Detail 3,0,118.3900732,2024,319351.0508
1143289,Site B,"929 High St, Bury",306011.5291,363971.018,Ward 2,Leasehold,Short-term,Non-Operational,347.0183742,Lease 2,Commercial,Function 3,Detail 3,1,122.5571776,1913,303312.7114
7023280,Site C,"402 High St, Bolton",395443.0416,301747.6094,Ward 3,Leasehold,Long-term,Non-Operational,175.6843271,Lease 2,Industrial,Function 1,Detail 2,1,93.48114689,1938,232506.3082
2725807,Site E,"756 High St, Bolton",356484.2016,318124.8242,Ward 5,Leasehold,Long-term,Non-Operational,75.37905619,Lease 2,Residential,Function 3,Detail 2,1,74.89451054,1920,186813.0472
6495020,Site B,"626 Broadway, Stockport",369868.3185,306256.1581,Ward 5,Leasehold,Long-term,Non-Operational,303.1074997,Lease 3,Industrial,Function 2,Detail 2,0,87.80360636,1918,134609.714
3906749,Site D,"257 Main St, Salford",372531.0422,329036.923,Ward 2,Leasehold,Long-term,Non-Operational,169.8906757,Lease 3,Residential,Function 1,Detail 2,1,84.04426363,1992,370784.7861
3808876,Site D,"911 Broadway, Stockport",329268.4489,320540.4963,Ward 2,Freehold,Long-term,Non-Operational,193.4788174,Lease 1,Industrial,Function 1,Detail 3,1,83.20229829,1939,407340.4538
4544863,Site E,"401 High St, Salford",380645.8348,348680.0303,Ward 3,Leasehold,Long-term,Non-Operational,317.6620466,Lease 2,Industrial,Function 3,Detail 1,0,91.76013762,1952,326931.5449
1605380,Site C,"59 Church St, Salford",394624.0676,365534.1492,Ward 5,Leasehold,Long-term,Non-Operational,363.7817006,Lease 1,Commercial,Function 2,Detail 1,0,89.24609532,1957,310549.687
5372978,Site E,"877 Mill Rd, Bury",336985.111,384221.7547,Ward 5,Leasehold,Short-term,Operational,99.50208963,Lease 2,Industrial,Function 1,Detail 2,0,89.56284744,1942,267300.4893
4061318,Site B,"69 Broadway, Salford",383534.9391,330430.9048,Ward 3,Leasehold,Long-term,Operational,72.78954892,Lease 2,Commercial,Function 1,Detail 1,0,107.757084,1946,484476.9269
